Wall time,Step,Value
1522304565.6422174,5,0.3255814015865326
1522304566.1069243,6,0.3255814015865326
1522304567.700291,10,0.39534884691238403
1522304567.9898524,11,0.3720930218696594
1522304568.781302,13,0.3488371968269348
1522304569.1148567,14,0.41860464215278625
1522304569.5561764,15,0.44186046719551086
1522304570.875776,17,0.39534884691238403
1522304571.3086572,18,0.44186046719551086
1522304571.7674785,19,0.41860464215278625
1522304572.3115299,20,0.39534884691238403
1522304574.1898406,24,0.39534884691238403
1522304578.5132513,33,0.4651162922382355
1522304579.0505452,34,0.4883720874786377
1522304580.1131258,36,0.5116279125213623
1522304581.698261,39,0.5116279125213623
1522304582.1658843,40,0.4651162922382355
1522304583.2282965,42,0.5348837375640869
1522304584.25137,44,0.5116279125213623
1522304584.7469726,45,0.44186046719551086
1522304585.8435822,47,0.5581395626068115
1522304586.8611755,49,0.4651162922382355
1522304587.390154,50,0.4651162922382355
1522304588.9480972,53,0.44186046719551086
1522304589.495294,54,0.44186046719551086
1522304589.9468098,55,0.3488371968269348
1522304590.44456,56,0.3720930218696594
1522304590.9436126,57,0.3255814015865326
1522304592.3864503,60,0.3255814015865326
1522304592.8699253,61,0.3255814015865326
1522304593.8037481,63,0.3720930218696594
1522304594.7370083,65,0.3720930218696594
1522304595.2581499,66,0.3720930218696594
1522304595.6856456,67,0.3720930218696594
1522304596.1668568,68,0.3720930218696594
1522304597.5405302,71,0.3720930218696594
1522304597.9840403,72,0.3720930218696594
1522304598.4223208,73,0.3720930218696594
1522304598.8872921,74,0.3720930218696594
1522304599.8713734,76,0.3720930218696594
1522304601.2472396,79,0.3720930218696594
1522304603.292011,84,0.3720930218696594
1522304603.583609,85,0.3720930218696594
1522304604.0147502,86,0.39534884691238403
1522304604.264519,87,0.39534884691238403
1522304604.546505,88,0.39534884691238403
1522304604.8509054,89,0.39534884691238403
1522304606.7936857,94,0.3720930218696594
1522304609.8138604,102,0.3720930218696594
1522304611.365162,105,0.3720930218696594
1522304611.7217693,106,0.3720930218696594
1522304615.1770017,113,0.39534884691238403
1522304616.853248,116,0.39534884691238403
1522304617.6902497,118,0.39534884691238403
1522304618.0586772,119,0.3720930218696594
1522304618.3610587,120,0.39534884691238403
1522304619.955911,124,0.3488371968269348
1522304620.2798777,125,0.3488371968269348
1522304620.5874734,126,0.3488371968269348
1522304621.5694273,129,0.3720930218696594
1522304621.9502735,130,0.3720930218696594
1522304623.022998,133,0.3720930218696594
1522304624.451902,137,0.3720930218696594
1522304625.2694612,139,0.3720930218696594
1522304626.0853834,141,0.3720930218696594
1522304626.6184258,142,0.3720930218696594
1522304627.0844371,143,0.3720930218696594
1522304627.4465785,144,0.3720930218696594
1522304628.935947,148,0.3720930218696594
1522304629.5227065,150,0.3720930218696594
1522304630.4271636,153,0.3720930218696594
1522304630.80394,154,0.3720930218696594
1522304631.079618,155,0.3720930218696594
1522304631.7490218,157,0.3488371968269348
1522304632.087966,158,0.3488371968269348
1522304632.3141975,159,0.3488371968269348
1522304633.3954687,162,0.3488371968269348
1522304634.1852868,164,0.3488371968269348
1522304634.5541248,165,0.3488371968269348
1522304635.1891308,167,0.3488371968269348
1522304635.5100393,168,0.3488371968269348
1522304636.5287843,171,0.3488371968269348
1522304638.5144908,176,0.4883720874786377
1522304639.0605292,177,0.4883720874786377
1522304639.5914848,178,0.4883720874786377
1522304640.5848744,180,0.4883720874786377
1522304641.2135012,181,0.4883720874786377
1522304642.2716794,183,0.44186046719551086
1522304643.4479601,185,0.41860464215278625
1522304643.9744558,186,0.44186046719551086
1522304644.4474783,187,0.44186046719551086
1522304644.9639075,188,0.4651162922382355
1522304646.047705,190,0.44186046719551086
1522304646.553591,191,0.44186046719551086
1522304650.5099213,198,0.4651162922382355
1522304652.6177752,202,0.4883720874786377
1522304654.7209613,206,0.41860464215278625
1522304655.2306232,207,0.41860464215278625
1522304655.8171704,208,0.41860464215278625
1522304657.7734807,212,0.4651162922382355
1522304659.1795647,215,0.4883720874786377
1522304660.5545347,218,0.4883720874786377
1522304661.0120616,219,0.4883720874786377
1522304662.5126364,222,0.4883720874786377
1522304662.989269,223,0.4883720874786377
1522304663.950723,225,0.4883720874786377
1522304664.5340064,226,0.4651162922382355
1522304665.0869155,227,0.4651162922382355
1522304666.1742373,229,0.4883720874786377
1522304666.6315753,230,0.4651162922382355
1522304667.6077235,232,0.4883720874786377
1522304668.062756,233,0.4883720874786377
1522304668.562026,234,0.4883720874786377
1522304669.9967237,237,0.4883720874786377
1522304671.5857542,240,0.4651162922382355
1522304674.0822787,245,0.4883720874786377
1522304675.1025035,247,0.4651162922382355
1522304675.9114447,249,0.4651162922382355
1522304676.3275554,250,0.4883720874786377
1522304678.6411996,255,0.4651162922382355
1522304680.169375,258,0.4651162922382355
1522304680.5058594,259,0.4651162922382355
1522304680.8417532,260,0.4651162922382355
1522304681.1214967,261,0.4883720874786377
1522304681.7050495,263,0.4651162922382355
1522304683.3507304,267,0.4651162922382355
1522304684.034436,269,0.4883720874786377
1522304684.8873835,271,0.4651162922382355
1522304685.9156117,273,0.4651162922382355
1522304688.3776865,278,0.4883720874786377
1522304689.3638635,280,0.4651162922382355
1522304691.2729268,284,0.5116279125213623
1522304693.481804,289,0.5348837375640869
1522304694.1836731,291,0.5116279125213623
1522304694.6559293,292,0.5116279125213623
1522304695.8480968,295,0.5116279125213623
1522304696.4366646,297,0.5116279125213623
1522304696.8046799,298,0.5348837375640869
1522304697.0934098,299,0.5116279125213623
1522304697.7862527,301,0.5116279125213623
1522304698.3256876,302,0.5348837375640869
1522304698.6124504,303,0.5116279125213623
1522304700.1415184,307,0.4883720874786377
1522304700.52855,308,0.4883720874786377
1522304701.363771,310,0.5116279125213623
1522304702.797879,313,0.5348837375640869
1522304704.2077,317,0.5348837375640869
1522304704.5115116,318,0.5348837375640869
1522304704.8464003,319,0.5348837375640869
1522304705.2063603,320,0.5116279125213623
1522304706.1219277,322,0.5348837375640869
1522304707.6990457,325,0.5116279125213623
1522304708.2430456,326,0.5348837375640869
1522304708.7670357,327,0.5116279125213623
1522304710.1620383,330,0.5116279125213623
1522304710.4953623,331,0.5116279125213623
1522304711.3724298,333,0.5348837375640869
1522304713.570984,339,0.5348837375640869
1522304714.158921,341,0.4883720874786377
1522304715.4721298,344,0.5348837375640869
1522304715.927163,345,0.5116279125213623
1522304716.9632335,347,0.5116279125213623
1522304717.3013928,348,0.5116279125213623
1522304719.2144814,353,0.5116279125213623
1522304719.6636763,354,0.5348837375640869
1522304720.4227498,356,0.5348837375640869
1522304721.256579,358,0.5348837375640869
1522304721.7376237,359,0.5581395626068115
1522304722.254644,360,0.5348837375640869
1522304723.4706633,363,0.5348837375640869
1522304723.9075477,364,0.4883720874786377
1522304725.0350955,367,0.5348837375640869
1522304725.5565865,368,0.5348837375640869
1522304726.6209872,370,0.5348837375640869
1522304726.9262784,371,0.5348837375640869
1522304727.7090724,373,0.5116279125213623
1522304729.1059322,377,0.5348837375640869
1522304729.5534585,378,0.5348837375640869
1522304730.0198753,379,0.5116279125213623
1522304730.8276253,381,0.4883720874786377
1522304731.224533,382,0.4883720874786377
1522304732.6402574,385,0.5348837375640869
1522304733.1909654,386,0.5116279125213623
1522304733.7807205,387,0.5116279125213623
1522304734.3999436,388,0.5116279125213623
1522304735.772061,390,0.5348837375640869
1522304736.484555,391,0.5348837375640869
1522304737.0725427,392,0.5348837375640869
1522304737.494748,393,0.5348837375640869
1522304742.7913518,402,0.5581395626068115
1522304743.1657543,403,0.4883720874786377
1522304744.0123222,405,0.5348837375640869
1522304745.6506736,408,0.5581395626068115
1522304748.9525943,415,0.5348837375640869
1522304749.4309623,416,0.5116279125213623
1522304751.4591503,420,0.5581395626068115
1522304752.008861,421,0.5348837375640869
1522304752.529375,422,0.5348837375640869
1522304753.2678552,424,0.5348837375640869
1522304753.917457,426,0.5581395626068115
1522304755.2671576,430,0.5116279125213623
1522304758.6811192,439,0.5348837375640869
1522304759.0330465,440,0.5348837375640869
1522304759.47544,441,0.5348837375640869
1522304759.898754,442,0.5348837375640869
1522304760.7678862,444,0.5348837375640869
1522304761.094486,445,0.5348837375640869
1522304761.9686272,448,0.5116279125213623
1522304762.9816542,451,0.5348837375640869
1522304766.1046562,458,0.5348837375640869
1522304766.4947903,459,0.4651162922382355
1522304766.9378579,460,0.5348837375640869
1522304767.3052435,461,0.5348837375640869
1522304768.049466,463,0.5348837375640869
1522304768.3863616,464,0.5116279125213623
1522304768.8576145,465,0.5116279125213623
1522304769.7868361,467,0.4883720874786377
1522304770.0736468,468,0.4883720874786377
1522304770.3854299,469,0.5348837375640869
1522304770.9338877,471,0.5348837375640869
1522304771.7400343,473,0.4883720874786377
1522304772.2107131,474,0.5348837375640869
1522304774.1077259,478,0.5348837375640869
1522304777.4673314,485,0.5116279125213623
1522304779.0458503,488,0.5116279125213623
1522304779.6087813,489,0.5116279125213623
1522304780.5354114,491,0.5348837375640869
1522304781.4763827,493,0.5116279125213623
1522304783.0861652,496,0.5348837375640869
1522304788.8184543,507,0.5348837375640869
1522304790.1849456,510,0.5348837375640869
1522304790.505896,511,0.5116279125213623
1522304791.0707934,512,0.5348837375640869
1522304791.9649348,514,0.5348837375640869
1522304792.958625,516,0.5116279125213623
1522304793.4106321,517,0.5116279125213623
1522304794.3074026,519,0.5348837375640869
1522304796.9676144,524,0.5348837375640869
1522304797.4818044,525,0.5348837375640869
1522304800.3683634,531,0.5348837375640869
1522304801.4887838,533,0.5348837375640869
1522304801.995408,534,0.5348837375640869
1522304802.5294054,535,0.5348837375640869
1522304803.1334817,536,0.5348837375640869
1522304803.6779745,537,0.5348837375640869
1522304804.2321782,538,0.5348837375640869
1522304804.8346186,539,0.5348837375640869
1522304805.420913,540,0.5581395626068115
1522304805.9186978,541,0.5116279125213623
1522304806.4505987,542,0.5348837375640869
1522304807.5181026,544,0.5348837375640869
1522304809.0537245,547,0.5116279125213623
1522304809.5386982,548,0.5116279125213623
1522304810.067244,549,0.5116279125213623
1522304811.13252,551,0.5348837375640869
1522304813.2177184,555,0.5116279125213623
1522304814.2427986,557,0.5348837375640869
1522304815.3258076,559,0.5116279125213623
1522304817.4589908,563,0.4883720874786377
1522304818.0012963,564,0.4883720874786377
1522304818.508773,565,0.4883720874786377
1522304819.5222075,567,0.5348837375640869
1522304820.7695258,569,0.5348837375640869
1522304821.8686452,571,0.5348837375640869
1522304822.9166584,573,0.5348837375640869
1522304823.4028666,574,0.5348837375640869
1522304824.9332871,577,0.5348837375640869
1522304825.938617,579,0.5116279125213623
1522304826.418909,580,0.5348837375640869
1522304826.9533072,581,0.5581395626068115
1522304827.436384,582,0.5581395626068115
1522304827.9495137,583,0.5581395626068115
1522304828.4329038,584,0.5348837375640869
1522304829.3819973,586,0.5348837375640869
1522304829.857115,587,0.5116279125213623
1522304832.3622482,592,0.5348837375640869
1522304832.8808494,593,0.5348837375640869
1522304833.8877876,595,0.5348837375640869
1522304834.3555276,596,0.5581395626068115
1522304834.9222245,597,0.5348837375640869
1522304836.3960989,600,0.5116279125213623
1522304837.5247145,602,0.5348837375640869
1522304838.6051674,604,0.5348837375640869
1522304839.6861386,606,0.5348837375640869
1522304840.8330398,608,0.5348837375640869
1522304841.9429123,610,0.5348837375640869
1522304842.5138617,611,0.5116279125213623
1522304843.012876,612,0.5348837375640869
1522304844.679207,615,0.5348837375640869
1522304846.9249156,619,0.5348837375640869
1522304847.5132189,620,0.5348837375640869
1522304848.6077516,622,0.5116279125213623
1522304849.1715639,623,0.5116279125213623
1522304850.2837422,625,0.5348837375640869
1522304852.4464095,629,0.5348837375640869
1522304854.9900975,634,0.5348837375640869
1522304858.3599434,641,0.5581395626068115
1522304858.8094878,642,0.5581395626068115
1522304859.8030396,644,0.5581395626068115
1522304860.3131204,645,0.5581395626068115
1522304860.8285596,646,0.5581395626068115
1522304861.322552,647,0.5581395626068115
1522304861.8274937,648,0.5348837375640869
1522304862.3377237,649,0.5348837375640869
1522304863.3099132,651,0.5581395626068115
